location,size,total_sqft,bath,balcony,price,BHK,price_per_sqft
Uttarahalli,2 BHK,993.0,2.0,1.0,39.71,2,39989.92950654582
7th Phase JP Nagar,3 BHK,1300.0,2.0,2.0,52.0,3,40000.0
Vittasandra,3 BHK,1743.0,3.0,2.0,85.0,3,48766.49454962708
Hormavu,2 Bedroom,1200.0,2.0,0.0,67.0,2,55833.333333333336
2nd Block Hrbr Layout,3 BHK,1480.0,3.0,2.0,90.0,3,60810.81081081081
Sarjapur,2 BHK,950.0,2.0,2.0,32.5,2,34210.52631578947
Electronic City Phase II,2 BHK,972.0,2.0,1.0,44.0,2,45267.48971193416
Marathahalli,3 BHK,1840.0,3.0,3.0,98.0,3,53260.86956521739
Electronic City,2 BHK,1128.0,2.0,1.0,64.0,2,56737.58865248227
Basapura,2 BHK,1045.0,2.0,2.0,42.0,2,40191.387559808616
Roopena Agrahara,2 BHK,955.0,2.0,3.0,53.55,2,56073.29842931937
Doddakallasandra,3 BHK,1360.0,2.0,2.0,54.39,3,39992.64705882353
BTM Layout,2 BHK,1150.0,2.0,2.0,63.0,2,54782.608695652176
Chennammana Kere,2 BHK,1115.0,2.0,2.0,56.87,2,51004.48430493273
Jigani,2 BHK,920.0,2.0,2.0,46.0,2,50000.0
Bommasandra Industrial Area,2 BHK,1030.0,2.0,1.0,41.0,2,39805.82524271845
Thanisandra,3 BHK,1564.0,3.0,1.0,101.0,3,64578.00511508952
Uttarahalli,2 BHK,1045.0,2.0,1.0,45.0,2,43062.2009569378
Hegde Nagar,4 Bedroom,1200.0,4.0,1.0,83.0,4,69166.66666666667
Subramanyapura,2 BHK,1277.0,2.0,2.0,55.0,2,43069.69459671104
Sarjapur  Road,3 BHK,1846.0,3.0,2.0,140.0,3,75839.65330444204
Hormavu,2 Bedroom,1200.0,3.0,0.0,70.0,2,58333.333333333336
NR Colony,2 BHK,1068.0,2.0,1.0,40.05,2,37500.0
Kanakpura Road,2 BHK,1135.0,2.0,2.0,58.0,2,51101.32158590308
Agara Village,3 BHK,1925.0,3.0,2.0,120.0,3,62337.66233766234
Begur Road,3 BHK,1615.0,3.0,2.0,60.0,3,37151.70278637771
Kaggadasapura,2 BHK,1150.0,2.0,3.0,42.0,2,36521.739130434784
Kenchanehalli R R Nagar,3 BHK,1410.0,2.0,2.0,45.12,3,32000.0
Tumkur Road,3 BHK,1354.0,3.0,1.0,90.0,3,66469.71935007385
Koramangala,3 BHK,1600.0,3.0,2.0,88.0,3,55000.0
GM Palaya,2 BHK,1000.0,2.0,1.0,36.0,2,36000.0
Byagadadhenahalli,3 BHK,1130.0,3.0,1.0,38.0,3,33628.3185840708
Vittasandra,2 BHK,1238.0,2.0,1.0,67.0,2,54119.547657512114
Kudlu Gate,3 BHK,1364.0,2.0,3.0,46.38,3,34002.932551319645
Srinivasa Nagar,2 BHK,900.0,2.0,1.0,45.0,2,50000.0
Gubbalala,3 BHK,1745.0,3.0,2.0,104.0,3,59598.85386819484
Kogilu,2 BHK,1200.0,2.0,1.0,53.33,2,44441.66666666666
Kanakapura,2 BHK,1020.0,2.0,1.0,42.83,2,41990.19607843137
Banashankari Stage III,3 BHK,1650.0,3.0,2.0,118.0,3,71515.15151515152
Doddabommasandra,3 BHK,1550.0,2.0,3.0,70.0,3,45161.29032258064
5th Phase JP Nagar,2 BHK,1440.0,2.0,2.0,60.0,2,41666.66666666666
Sarjapura - Attibele Road,3 BHK,1329.0,2.0,2.0,45.95,3,34574.86832204665
Maruthi Layout,2 BHK,916.0,2.0,1.0,42.0,2,45851.528384279474
Sree Narayana Nagar,3 BHK,1358.0,3.0,3.0,50.0,3,36818.85125184094
Kanakpura Road,2 BHK,1331.0,2.0,1.0,107.0,2,80390.68369646883
Hoodi,2 BHK,1050.0,2.0,2.0,50.0,2,47619.04761904762
Bhoganhalli,3 BHK,1718.0,3.0,2.0,90.2,3,52502.91036088475
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,2.0,57.0,3,37254.90196078432
5th Block Hbr Layout,2 BHK,1206.0,2.0,2.0,56.0,2,46434.49419568823
Hebbal,2 BHK,1075.0,2.0,3.0,52.0,2,48372.09302325582
Sarjapur  Road,3 Bedroom,1200.0,3.0,1.0,95.0,3,79166.66666666667
Sahakara Nagar,3 BHK,1100.0,2.0,2.0,75.0,3,68181.81818181818
Sarjapur  Road,2 BHK,1117.0,2.0,3.0,29.99,2,26848.70188003581
Remco Bhel Layout,3 BHK,1685.0,2.0,1.0,110.0,3,65281.899109792284
Magadi Road,4 Bedroom,1500.0,2.0,2.0,93.0,4,62000.0
Banashankari,3 BHK,1800.0,3.0,2.0,115.0,3,63888.88888888889
Yelachenahalli,3 BHK,1700.0,3.0,2.0,130.0,3,76470.58823529411
Uttarahalli,2 BHK,850.0,2.0,2.0,37.93,2,44623.52941176471
Hennur Road,3 BHK,1891.0,3.0,1.0,139.0,3,73506.08143839239
Jalahalli,2 BHK,1400.0,1.0,1.0,80.0,2,57142.857142857145
Lakshminarayana Pura,2 BHK,1172.0,2.0,2.0,82.0,2,69965.87030716724
Electronic City Phase II,3 BHK,1400.0,2.0,2.0,40.43,3,28878.571428571428
Sonnenahalli,2 BHK,896.0,2.0,1.0,43.75,2,48828.125
Vijayanagar,2 BHK,1180.0,2.0,2.0,65.0,2,55084.74576271186
Chokkasandra,2 BHK,850.0,2.0,1.0,33.0,2,38823.52941176471
2nd Block Hrbr Layout,3 BHK,1550.0,3.0,3.0,110.0,3,70967.74193548386
Kanakapura,3 BHK,1699.0,3.0,3.0,97.0,3,57092.40729841083
Sri Venkateshpura Layout,2 BHK,1146.0,2.0,1.0,38.5,2,33595.11343804537
Seegehalli,2 Bedroom,800.0,1.0,0.0,50.0,2,62500.0
Abbigere,1 BHK,765.0,2.0,2.0,30.0,1,39215.68627450981
Lingadheeranahalli,3 BHK,1521.0,3.0,1.0,94.99,3,62452.33399079553
Gottigere,3 BHK,1600.0,2.0,2.0,55.0,3,34375.0
Jakkur Plantation,3 BHK,1765.0,3.0,3.0,105.0,3,59490.084985835696
Amruthahalli,3 Bedroom,1900.0,3.0,1.0,135.0,3,71052.63157894737
Kaverappa Layout,2 BHK,1265.0,2.0,3.0,70.0,2,55335.96837944664
Bommasandra,2 BHK,1034.0,2.0,3.0,40.0,2,38684.71953578336
Kaverappa Layout,2 BHK,1012.0,2.0,1.0,59.0,2,58300.395256917
Electronic City,2 BHK,1070.0,2.0,1.0,54.0,2,50467.28971962617
5th Block Hbr Layout,3 BHK,1270.0,2.0,2.0,70.0,3,55118.11023622047
Bellandur,3 BHK,1490.0,2.0,2.0,98.0,3,65771.81208053691
Mysore Road,2 BHK,883.0,2.0,1.0,40.0,2,45300.11325028312
Kammasandra,2 BHK,1156.0,2.0,2.0,32.0,2,27681.66089965398
Ramagondanahalli,3 BHK,1635.0,3.0,1.0,62.0,3,37920.489296636086
Kanakpura Road,2 BHK,1296.0,2.0,1.0,89.0,2,68672.83950617284
Budigere,2 BHK,1139.0,2.0,2.0,62.0,2,54433.71378402107
CV Raman Nagar,2 BHK,1230.0,3.0,2.0,47.0,2,38211.382113821135
Binny Pete,2 BHK,1245.0,2.0,1.0,86.28,2,69301.2048192771
Sidedahalli,3 Bedroom,1158.0,2.0,2.0,85.0,3,73402.41796200346
Electronics City Phase 1,3 BHK,1350.0,3.0,1.0,55.0,3,40740.74074074074
Green Glen Layout,3 BHK,1670.0,3.0,2.0,120.0,3,71856.2874251497
Akshaya Nagar,3 BHK,1600.0,2.0,2.0,65.0,3,40625.0
Horamavu Banaswadi,2 BHK,1307.0,2.0,2.0,51.6,2,39479.72456006121
7th Phase JP Nagar,3 BHK,1050.0,2.0,1.0,57.0,3,54285.71428571428
Kaggalipura,3 BHK,1210.0,2.0,1.0,58.0,3,47933.88429752066
Electronic City,2 BHK,1025.0,2.0,1.0,29.6,2,28878.048780487807
Haralur Road,2 BHK,1140.0,2.0,2.0,43.0,2,37719.29824561404
7th Phase JP Nagar,3 BHK,1343.0,2.0,2.0,56.41,3,42002.978406552495
R.T. Nagar,3 BHK,1560.0,3.0,2.0,85.0,3,54487.179487179485
Kalkere,2 BHK,925.0,2.0,2.0,51.0,2,55135.13513513513
Kanakpura Road,3 BHK,1420.0,2.0,2.0,75.0,3,52816.90140845071
1st Block Koramangala,2 BHK,1415.0,2.0,3.0,110.0,2,77738.51590106008
Shree Ananth Nagar Layout,2 BHK,1210.0,2.0,2.0,60.0,2,49586.77685950413
Hoskote,3 BHK,1250.0,3.0,2.0,50.0,3,40000.0
9th Phase JP Nagar,2 BHK,1100.0,2.0,1.0,65.0,2,59090.90909090909
2nd Phase Judicial Layout,2 BHK,1150.0,2.0,1.0,40.25,2,35000.0
Jakkur,2 BHK,1100.0,2.0,1.0,53.35,2,48500.0
Magadi Road,2 Bedroom,1350.0,1.0,0.0,100.0,2,74074.07407407407
Panathur,3 BHK,1546.0,3.0,2.0,99.0,3,64036.22250970246
Ambedkar Nagar,2 BHK,1424.0,2.0,2.0,90.0,2,63202.24719101124
Bellandur,3 BHK,1398.0,3.0,1.0,68.0,3,48640.91559370529
Brookefield,3 BHK,1476.0,3.0,2.0,105.0,3,71138.21138211382
Magadi Road,3 BHK,1322.0,2.0,2.0,58.82,3,44493.19213313162
Yemlur,2 BHK,1100.0,2.0,2.0,55.0,2,50000.0
Sarjapur,3 BHK,1285.0,2.0,2.0,68.0,3,52918.28793774319
Ambalipura,2 BHK,1150.0,2.0,2.0,80.0,2,69565.21739130435
Thanisandra,3 BHK,1430.0,2.0,2.0,56.0,3,39160.83916083916
Marathahalli,3 BHK,1350.0,2.0,2.0,62.0,3,45925.92592592593
Thubarahalli,2 BHK,1185.0,2.0,2.0,65.0,2,54852.32067510548
Bannerghatta Road,3 BHK,1760.0,3.0,2.0,67.0,3,38068.181818181816
Kanakpura Road,2 BHK,900.0,2.0,1.0,41.0,2,45555.55555555556
Kanakpura Road,2 BHK,1297.0,2.0,1.0,105.0,2,80956.05242868158
Ramamurthy Nagar,2 BHK,950.0,2.0,1.0,50.79,2,53463.15789473684
BTM 2nd Stage,2 BHK,950.0,2.0,1.0,52.0,2,54736.84210526316
Yeshwanthpur,2 BHK,1277.5,2.0,0.0,95.815,2,75001.95694716243
Electronic City,3 BHK,1571.0,3.0,2.0,89.0,3,56651.81413112667
Electronic City Phase II,2 BHK,1031.0,2.0,1.0,55.0,2,53346.2657613967
Whitefield,2 BHK,1485.0,2.0,1.0,90.0,2,60606.06060606061
Ananth Nagar,2 BHK,1109.0,2.0,1.0,60.0,2,54102.79531109108
Whitefield,1 BHK,950.0,1.0,1.0,50.0,1,52631.57894736842
Hosa Road,2 BHK,1161.0,2.0,1.0,55.15,2,47502.15331610681
Electronic City Phase II,2 BHK,1003.0,2.0,1.0,40.6,2,40478.56430707876
9th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,37.0,2,34259.25925925926
Hulimavu,2 BHK,1255.0,2.0,2.0,73.0,2,58167.33067729084
Banaswadi,2 BHK,1250.0,2.0,0.0,60.0,2,48000.0
Ramamurthy Nagar,3 Bedroom,1200.0,2.0,0.0,66.0,3,55000.0
St. John's Road,2 BHK,824.0,2.0,0.0,60.0,2,72815.53398058252
Bommasandra Industrial Area,3 BHK,1320.0,2.0,1.0,38.12,3,28878.78787878788
Uttarahalli,3 BHK,1330.0,2.0,1.0,47.0,3,35338.34586466166
Kaikondrahalli,3 BHK,1220.0,3.0,2.0,56.0,3,45901.63934426229
Electronic City,3 BHK,1111.0,3.0,1.0,50.0,3,45004.500450045
Kothannur,2 BHK,1197.0,2.0,1.0,47.88,2,40000.0
Doopanahalli,3 BHK,1340.0,2.0,1.0,100.0,3,74626.86567164179
Hoodi,3 BHK,1837.0,3.0,3.0,145.0,3,78933.04300489929
Kudlu Gate,2 BHK,1238.0,2.0,3.0,55.0,2,44426.4943457189
7th Phase JP Nagar,3 BHK,1405.0,2.0,2.0,59.01,3,42000.0
Doddaballapur,4 BHK,1690.0,3.0,2.0,80.0,4,47337.27810650888
Sathanur,3 BHK,1620.0,2.0,1.0,110.0,3,67901.23456790124
Kanakpura Road,3 BHK,1673.0,3.0,2.0,115.0,3,68738.79258816497
Margondanahalli,2 Bedroom,1090.0,2.0,0.0,58.0,2,53211.00917431193
Varthur,2 BHK,1112.0,2.0,2.0,40.0,2,35971.22302158274
Marathahalli,3 BHK,1385.0,2.0,2.0,66.65,3,48122.74368231047
Subramanyapura,2 BHK,985.0,2.0,1.0,58.0,2,58883.248730964464
Kanakpura Road,1 BHK,825.0,1.0,0.0,36.29,1,43987.878787878784
Kanakpura Road,2 BHK,1080.0,2.0,1.0,37.8,2,35000.0
Hosa Road,2 BHK,1430.0,2.0,1.0,97.52,2,68195.8041958042
Kengeri Satellite Town,2 BHK,1050.0,2.0,2.0,43.0,2,40952.38095238096
ITI Layout,3 BHK,1533.0,3.0,2.0,115.0,3,75016.30789302022
TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3,55000.0
Prithvi Layout,2 BHK,1352.0,2.0,2.0,87.5,2,64718.934911242606
Harlur,3 BHK,1754.0,3.0,2.0,125.0,3,71265.67844925883
Tejaswini Nagar,3 BHK,1560.0,3.0,2.0,85.0,3,54487.179487179485
Channasandra,3 BHK,1470.0,2.0,1.0,90.0,3,61224.489795918365
9th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,45.0,2,43478.260869565216
Kammanahalli,2 BHK,1160.0,2.0,1.0,52.0,2,44827.58620689655
Jakkur,2 BHK,1100.0,2.0,2.0,52.0,2,47272.72727272727
HSR Layout,3 BHK,1650.0,3.0,2.0,110.0,3,66666.66666666667
kanakapura road,3 BHK,1375.0,2.0,3.0,48.06,3,34952.72727272727
Ramagondanahalli,2 BHK,1235.0,2.0,1.0,46.8,2,37894.73684210526
7th Phase JP Nagar,3 BHK,1400.0,3.0,1.0,115.0,3,82142.85714285714
Poorna Pragna Layout,3 BHK,1270.0,2.0,2.0,50.79,3,39992.12598425197
Bannerghatta Road,2 BHK,1105.0,2.0,1.0,51.0,2,46153.84615384616
Sundar Ram Shetty Nagar,3 BHK,1375.0,2.0,3.0,85.0,3,61818.181818181816
Yelahanka,2 BHK,1065.0,2.0,1.0,40.84,2,38347.41784037559
Whitefield,1 BHK,825.0,1.0,1.0,45.0,1,54545.454545454544
Nelamangala,2 BHK,1095.0,2.0,0.0,40.0,2,36529.6803652968
Udayapur Village,3 BHK,1440.0,2.0,2.0,60.33,3,41895.833333333336
Electronic City,2 BHK,870.0,2.0,1.0,39.5,2,45402.29885057471
Panathur,2 BHK,1195.0,2.0,1.0,84.0,2,70292.8870292887
"Kirloskar layout, Basaveshwarnagar",2 BHK,1200.0,2.0,1.0,49.5,2,41250.0
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,3.0,61.2,3,40000.0
Padmanabhanagar,3 BHK,1708.0,2.0,1.0,90.5,3,52985.94847775176
Alfa Garden Layout,2 BHK,975.0,2.0,1.0,43.0,2,44102.5641025641
Iblur Village,3 BHK,1920.0,3.0,2.0,130.0,3,67708.33333333333
Thanisandra,2 BHK,1183.0,2.0,1.0,58.56,2,49501.26796280642
Mico Layout,3 BHK,1550.0,2.0,2.0,65.0,3,41935.48387096774
Kaggadasapura,2 BHK,1110.0,2.0,3.0,53.0,2,47747.747747747744
Kaggadasapura,2 BHK,1105.0,2.0,1.0,38.67,2,34995.47511312217
Anekal,3 Bedroom,1800.0,3.0,2.0,68.0,3,37777.77777777778
Bommanahalli,2 BHK,1000.0,2.0,2.0,29.9,2,29900.0
Prithvi Layout,2 BHK,1190.0,2.0,2.0,68.0,2,57142.857142857145
Sarjapur  Road,3 BHK,1929.0,4.0,1.0,103.0,3,53395.541731467085
Ramamurthy Nagar,3 BHK,1525.0,3.0,1.0,100.0,3,65573.77049180328
Nehru Nagar,3 BHK,1775.0,3.0,3.0,110.0,3,61971.83098591549
Banashankari,2 BHK,1125.0,2.0,1.0,63.0,2,56000.0
Hessarghatta,2 BHK,900.0,2.0,2.0,42.0,2,46666.66666666666
Sarjapur  Road,2 BHK,1155.0,2.0,1.0,58.0,2,50216.45021645022
Hulimavu,4 Bedroom,1200.0,4.0,0.0,75.0,4,62500.0
Sonnenahalli,2 BHK,1268.0,2.0,1.0,73.0,2,57570.97791798107
Hoodi Layout,3 BHK,1500.0,3.0,2.0,88.0,3,58666.66666666666
Seegehalli,3 BHK,1525.0,3.0,2.0,65.0,3,42622.95081967213
Kaggadasapura,2 BHK,1060.0,2.0,2.0,48.0,2,45283.018867924526
Lingadheeranahalli,3 BHK,1687.0,3.0,3.0,127.0,3,75281.56490812093
Thanisandra,3 BHK,1847.0,3.0,2.0,123.0,3,66594.47753113156
Begur Road,3 BHK,1410.0,2.0,3.0,53.0,3,37588.65248226951
7th Phase JP Nagar,2 BHK,1075.0,2.0,1.0,42.99,2,39990.6976744186
Gaundanapalya,2 BHK,1010.0,2.0,2.0,46.0,2,45544.55445544554
Haralur Road,3 BHK,1875.0,3.0,3.0,110.0,3,58666.66666666666
Kanakpura Road,2 BHK,983.0,2.0,1.0,50.6,2,51475.07629704985
Kasturi Nagar,2 BHK,1101.0,2.0,2.0,65.0,2,59037.238873751136
Laxmi Sagar Layout,2 BHK,1140.0,2.0,1.0,76.0,2,66666.66666666667
Kengeri Satellite Town,2 BHK,1007.0,2.0,3.0,42.0,2,41708.043694141015
Outer Ring Road East,2 BHK,1198.0,2.0,1.0,84.0,2,70116.86143572621
JakkurYelahanka,2 BHK,1370.0,2.0,2.0,75.0,2,54744.52554744526
Yemlur,2 BHK,1316.0,2.0,3.0,55.5,2,42173.25227963526
Kaggadasapura,3 BHK,1350.0,3.0,1.0,55.5,3,41111.11111111111
Gunjur Palya,2 BHK,1050.0,2.0,1.0,43.0,2,40952.38095238096
KR Puram,3 BHK,1128.76,3.0,0.0,47.405,3,41997.41309047096
Electronic City,2 BHK,921.0,2.0,1.0,34.0,2,36916.39522258415
Kundalahalli,2 BHK,1010.0,2.0,1.0,49.27,2,48782.17821782178
KR Puram,2 BHK,1015.0,2.0,1.0,43.0,2,42364.53201970444
TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.5,3,55416.66666666666
Lakshminarayana Pura,2 BHK,1179.0,2.0,1.0,75.0,2,63613.23155216285
Anjanapura,4 BHK,1850.0,4.0,2.0,86.0,4,46486.48648648649
Kammasandra,2 BHK,870.0,2.0,1.0,24.0,2,27586.206896551725
Bellandur,3 BHK,1605.0,3.0,2.0,85.0,3,52959.5015576324
2nd Phase JP Nagar,2 BHK,1000.0,1.0,1.0,55.0,2,55000.0
Ramamurthy Nagar,2 Bedroom,1200.0,2.0,0.0,80.0,2,66666.66666666667
Kammasandra,2 Bedroom,1200.0,2.0,1.0,66.0,2,55000.0
Kashi Nagar,2 BHK,1200.0,2.0,2.0,50.0,2,41666.66666666666
Hennur,2 BHK,1255.0,2.0,1.0,57.5,2,45816.73306772908
Hosur Road,2 BHK,1085.0,2.0,2.0,30.38,2,28000.0
B Narayanapura,2 BHK,1313.0,2.0,1.0,58.27,2,44379.28408225438
Harlur,2 BHK,1200.0,2.0,1.0,49.5,2,41250.0
Old Madras Road,2 BHK,935.0,2.0,1.0,45.0,2,48128.342245989305
Bommasandra,2 BHK,877.0,2.0,2.0,30.0,2,34207.52565564424
Ashwathnagar,2 BHK,936.0,2.0,2.0,42.0,2,44871.79487179488
Nagasandra,3 BHK,1470.0,2.0,2.0,110.0,3,74829.93197278911
Upkar Layout,1 Bedroom,1050.0,1.0,1.0,70.0,1,66666.66666666667
Hennur Road,2 BHK,1232.0,2.0,0.0,69.61,2,56501.62337662338
Sunkadakatte,3 Bedroom,1200.0,2.0,0.0,80.0,3,66666.66666666667
Dasarahalli,3 BHK,1901.0,3.0,2.0,119.0,3,62598.63229879011
Sarjapur  Road,3 BHK,1819.0,3.0,2.0,100.0,3,54975.26113249038
HOSUR MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0,3,38251.366120218576
Kacharakanahalli,2 BHK,1256.0,2.0,1.0,60.0,2,47770.700636942674
7th Phase JP Nagar,2 BHK,1100.0,2.0,2.0,44.0,2,40000.0
Kothanur,3 BHK,1435.0,3.0,3.0,70.0,3,48780.48780487805
Sarjapur  Road,3 BHK,1845.0,4.0,1.0,110.0,3,59620.59620596206
HSR Layout,2 BHK,1140.0,2.0,2.0,46.0,2,40350.87719298246
Ulsoor,2 BHK,1200.0,2.0,0.0,60.0,2,50000.0
Jalahalli West,2 BHK,1020.0,2.0,1.0,37.0,2,36274.509803921566
Lingadheeranahalli,3 BHK,1893.0,3.0,2.0,140.0,3,73956.6825145272
Suddaguntepalya,2 BHK,830.0,2.0,0.0,34.0,2,40963.85542168675
Kasavanhalli,2 BHK,1200.0,2.0,1.0,78.0,2,65000.0
Sarjapur  Road,2 BHK,1233.0,2.0,2.0,77.65,2,62976.4801297648
Bannerghatta Road,2 BHK,1255.0,2.0,2.0,65.26,2,52000.00000000001
Begur Road,2 BHK,1200.0,2.0,2.0,37.8,2,31500.0
Kengeri,3 BHK,1250.0,3.0,3.0,48.0,3,38400.0
Channasandra Layout,2 BHK,1210.0,2.0,2.0,40.0,2,33057.85123966942
Sarjapur  Road,3 BHK,1525.0,2.0,2.0,60.0,3,39344.26229508197
Tumkur Road,3 BHK,1240.0,2.0,1.0,84.0,3,67741.93548387097
Subramanyapura,3 BHK,1245.0,2.0,1.0,68.0,3,54618.47389558233
Hosa Road,2 BHK,1104.0,2.0,0.0,36.43,2,32998.188405797104
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,35.99,3,33479.06976744186
Whitefield,2 BHK,1155.0,2.0,1.0,60.0,2,51948.05194805195
Doctors Layout,2 BHK,1520.0,2.0,3.0,62.0,2,40789.47368421053
Harlur,2 BHK,1290.0,2.0,1.0,85.0,2,65891.47286821705
Banashankari,3 BHK,1340.0,2.0,3.0,53.6,3,40000.0
Hennur Road,2 BHK,987.0,2.0,1.0,49.0,2,49645.39007092199
Old Madras Road,3 BHK,1720.0,3.0,2.0,100.0,3,58139.53488372093
Hebbal,2 BHK,1040.0,2.0,1.0,50.0,2,48076.92307692308
Anandapura,2 Bedroom,900.0,2.0,0.0,64.0,2,71111.11111111111
Raja Rajeshwari Nagar,2 BHK,1030.0,2.0,1.0,50.0,2,48543.68932038835
Balagere,2 BHK,1028.0,2.0,1.0,31.86,2,30992.217898832685
7th Phase JP Nagar,2 BHK,1270.0,2.0,1.0,83.0,2,65354.330708661415
Sahakara Nagar,3 BHK,1655.0,3.0,1.0,115.0,3,69486.40483383686
Electronics City Phase 1,2 BHK,940.0,2.0,1.0,40.0,2,42553.1914893617
Domlur,2 BHK,1050.0,2.0,2.0,85.0,2,80952.38095238095
Vishwapriya Nagar,2 BHK,946.0,2.0,1.0,38.0,2,40169.133192389
Vittasandra,2 BHK,1404.0,2.0,1.0,75.0,2,53418.80341880342
Sarjapur,3 BHK,1525.0,2.0,2.0,48.0,3,31475.409836065573
Kengeri,2 BHK,1025.0,2.0,2.0,57.0,2,55609.756097560974
RMV 2nd Stage,2 BHK,860.0,1.0,1.0,43.0,2,50000.0
Talaghattapura,3 BHK,1223.0,2.0,1.0,42.81,3,35004.08830744072
Kothannur,2 BHK,1197.0,2.0,1.0,47.8,2,39933.16624895572
Garudachar Palya,2 BHK,1150.0,2.0,1.0,52.75,2,45869.5652173913
R.T. Nagar,2 BHK,1040.0,2.0,2.0,46.0,2,44230.769230769234
Banashankari,2 BHK,1310.0,2.0,2.0,80.0,2,61068.70229007633
Uttarahalli,3 BHK,1788.0,3.0,2.0,98.34,3,55000.0
Raja Rajeshwari Nagar,2 BHK,1144.0,2.0,2.0,38.55,2,33697.55244755245
Anjanapura,2 BHK,1070.0,2.0,2.0,39.0,2,36448.59813084112
Nandini Layout,2 BHK,1200.0,2.0,2.0,70.0,2,58333.333333333336
Ambedkar Nagar,3 BHK,1862.0,3.0,2.0,120.0,3,64446.8313641246
Margondanahalli,2 Bedroom,1200.0,2.0,1.0,58.5,2,48750.0
Begur Road,2 BHK,970.0,2.0,2.0,27.0,2,27835.05154639175
Kasavanhalli,3 BHK,1646.0,3.0,2.0,79.5,3,48298.90643985419
Hosakerehalli,2 BHK,1085.0,2.0,1.0,47.74,2,44000.0
Budigere,2 BHK,1139.0,2.0,2.0,56.8,2,49868.305531167694
Haralur Road,2 BHK,1092.0,2.0,2.0,44.0,2,40293.04029304029
Pattandur Agrahara,3 BHK,1767.0,3.0,2.0,98.0,3,55461.233729485
Bellandur,3 BHK,1692.0,3.0,2.0,88.0,3,52009.45626477541
6th Phase JP Nagar,3 BHK,1645.0,3.0,3.0,100.0,3,60790.273556231004
Uttarahalli,3 BHK,1345.0,2.0,1.0,57.0,3,42379.18215613383
Basapura,2 BHK,1100.0,2.0,1.0,60.0,2,54545.454545454544
Gollarapalya Hosahalli,3 BHK,1408.0,3.0,3.0,62.0,3,44034.09090909091
Sarjapur  Road,3 BHK,1220.0,3.0,2.0,56.0,3,45901.63934426229
B Channasandra,2 BHK,1300.0,2.0,1.0,79.0,2,60769.230769230766
Electronics City Phase 1,2 BHK,1150.0,2.0,2.0,39.0,2,33913.04347826087
KR Puram,2 BHK,1470.0,2.0,2.0,86.0,2,58503.401360544216
Hosa Road,2 BHK,1063.0,2.0,1.0,31.9,2,30009.407337723424
Harappanahalli,2 BHK,1311.0,2.0,2.0,48.0,2,36613.272311212815
Arehalli,3 BHK,1400.0,2.0,2.0,55.0,3,39285.71428571428
Thanisandra,3 BHK,1430.0,2.0,2.0,56.0,3,39160.83916083916
Vidyaranyapura,2 BHK,1060.0,2.0,2.0,55.0,2,51886.79245283019
Sector 7 HSR Layout,3 BHK,1760.0,3.0,2.0,145.0,3,82386.36363636363
Kanakpura Road,3 BHK,1480.0,2.0,2.0,64.23,3,43398.648648648654
8th Phase JP Nagar,3 BHK,1230.0,2.0,2.0,43.5,3,35365.85365853659
Gottigere,3 BHK,1300.0,3.0,3.0,65.0,3,50000.0
Singasandra,2 BHK,1100.0,2.0,1.0,52.0,2,47272.72727272727
Harlur,3 BHK,1752.12,3.0,2.0,116.0,3,66205.51103805676
Marathahalli,2 BHK,957.0,2.0,1.0,46.9,2,49007.31452455591
Balagere,1 BHK,790.5,1.0,0.0,41.9,1,53004.42757748261
Ashirvad Colony,2 BHK,1000.0,2.0,2.0,53.0,2,53000.0
Uttarahalli,2 BHK,1089.0,2.0,1.0,43.55,2,39990.81726354454
Thanisandra,3 BHK,1800.0,3.0,3.0,90.0,3,50000.0
Yelahanka,2 BHK,1036.0,2.0,3.0,39.35,2,37982.62548262548
Marathahalli,3 BHK,1583.0,3.0,3.0,105.0,3,66329.75363234365
Padmanabhanagar,2 BHK,1100.0,2.0,2.0,65.0,2,59090.90909090909
Vittasandra,2 BHK,1246.0,2.0,1.0,65.0,2,52166.9341894061
Dodda Nekkundi,2 BHK,850.0,2.0,3.0,28.0,2,32941.17647058824
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,51.51,2,43068.5618729097
Thanisandra,3 BHK,1697.0,3.0,2.0,114.0,3,67177.37183264585
TC Palaya,2 Bedroom,1000.0,2.0,0.0,64.0,2,64000.0
HRBR Layout,3 BHK,1567.0,3.0,3.0,90.0,3,57434.588385449904
Anekal,2 Bedroom,1200.0,1.0,1.0,36.0,2,30000.0
Veerannapalya,2 BHK,950.0,2.0,2.0,45.0,2,47368.42105263158
Howthinarayanappa Garden,2 BHK,1022.0,2.0,2.0,52.0,2,50880.626223091975
Bharathi Nagar,2 BHK,1322.0,2.0,2.0,68.0,2,51437.21633888048
Marsur,4 Bedroom,1800.0,4.0,2.0,145.0,4,80555.55555555556
Doddakallasandra,3 BHK,1460.0,2.0,2.0,58.39,3,39993.15068493151
